26-Aug-11,BSF,HACK,22,22,22,2011
26-Aug-11,BSF,HACK,22,22,22,2011
7-Dec-11,MED,INSD,22,22,22,2011
2-May-12,BSR,PORT,22,22,22,2012
31-Oct-13,BSO,HACK,22,22,22,2013
28-Oct-10,EDU,DISC,23,23,23,2010
5-Sep-06,BSR,PORT,23,23,23,2006
18-Aug-11,GOV,DISC,23,23,23,2011
27-Feb-14,BSO,INSD,23,23,23,2014
8-Feb-12,BSO,HACK,,23,,2012
7-Apr-08,GOV,DISC,24,24,24,2008
13-Mar-10,GOV,HACK,24,24,24,2010
2-Oct-10,BSR,CARD,24,24,24,2010
1-Oct-10,BSO,INSD,24,24,24,2010
8-Dec-11,GOV,HACK,,24,,2011
25-Jul-07,GOV,DISC,25,25,25,2007
14-Sep-09,EDU,DISC,25,25,25,2009
22-Sep-10,BSO,PORT,25,25,25,2010
7-Mar-06,BSR,HACK,25,25,25,2006
31-Jan-13,BSR,INSD,25,25,25,2013
2-Jul-14,EDU,PORT,25,25,25,2014
7-Jun-08,GOV,PHYS,26,26,26,2008
2-May-11,MED,INSD,26,26,26,2011
20-Aug-11,BSR,PORT,27,27,27,2011
10-Mar-08,MED,PHYS,28,28,28,2008
20-Aug-11,BSR,UNKN,28,28,28,2011
17-Aug-07,EDU,DISC,29,29,29,2007
1-Aug-11,GOV,UNKN,29,29,29,2011
28-Sep-06,MED,INSD,30,30,30,2006
9-Apr-08,NGO,PHYS,30,30,30,2008
1-Jun-10,BSR,HACK,30,30,30,2010
29-Jul-10,BSR,INSD,30,30,30,2010
18-Aug-10,GOV,INSD,30,30,30,2010
22-Sep-10,BSR,HACK,30,30,30,2010
18-Oct-10,GOV,INSD,30,30,30,2010
18-Aug-06,BSF,HACK,30,30,30,2006
19-Mar-07,BSF,PORT,30,30,30,2007
8-Jan-11,BSO,PHYS,30,30,30,2011
6-Jan-08,BSR,PHYS,30,30,30,2008
18-Jan-11,BSR,HACK,30,30,30,2011
28-Nov-11,NGO,INSD,30,30,30,2011
25-Feb-12,BSR,INSD,30,30,30,2012
22-May-12,BSR,INSD,30,30,30,2012
18-Dec-12,MED,INSD,30,30,30,2012
1-Aug-11,EDU,PHYS,,30,,2011
9-Nov-11,MED,INSD,,30,,2011
6-Mar-12,NGO,HACK,,30,,2012
5-May-12,GOV,HACK,,30,,2012
19-Sep-08,EDU,HACK,31,31,31,2008
24-Jul-06,MED,PHYS,31,31,31,2006
4-Mar-10,BSF,INSD,32,32,32,2010
28-Oct-12,MED,INSD,32,32,32,2012
26-May-12,BSR,HACK,,32,,2012
10-Jan-14,GOV,INSD,33,33,33,2011
16-Oct-06,BSF,STAT,34,34,34,2006
15-Feb-07,EDU,DISC,34,34,34,2007
7-Mar-07,BSO,HACK,34,34,34,2007
28-Oct-12,MED,UNKN,34,34,34,2012
2-May-06,EDU,HACK,35,35,35,2006
29-Jun-10,EDU,DISC,36,36,36,2010
13-Apr-12,BSR,INSD,36,36,36,2012
31-May-12,GOV,HACK,,36,,2012
24-May-06,GOV,PORT,37,37,37,2006
23-May-12,GOV,HACK,,37,,2012
23-Dec-08,EDU,PORT,38,38,38,2008
11-Aug-10,BSF,DISC,38,38,38,2010
5-May-06,GOV,PORT,38,38,38,2006
10-Aug-11,EDU,DISC,38,38,38,2011
13-Aug-12,GOV,DISC,39,39,39,2012
4-May-12,BSR,HACK,,39,,2012
2-Feb-12,GOV,HACK,,39,,2012
13-Feb-12,BSO,HACK,,39,,2012
28-Sep-06,GOV,PHYS,40,40,40,2006
14-Jun-07,BSO,INSD,40,40,40,2007
10-Feb-10,MED,INSD,40,40,40,2010
10-Feb-10,MED,INSD,40,40,40,2010
12-Oct-07,BSF,HACK,40,40,40,2007
22-Jan-08,BSF,INSD,40,40,40,2008
21-Apr-11,BSO,HACK,40,40,40,2011
18-Nov-11,BSO,HACK,40,40,40,2011
15-May-12,MED,INSD,40,40,40,2012
11-Aug-13,MED,INSD,40,40,40,2013
23-Jun-14,BSF,HACK,,40,,2014
6-Apr-12,EDU,HACK,,40,,2012
2-Nov-07,EDU,DISC,42,42,42,2007
9-Jun-11,BSR,UNKN,42,42,42,2011
22-Jun-12,NGO,INSD,42,42,42,2012
21-Aug-06,GOV,PORT,43,43,43,2006
1-Jan-10,GOV,PHYS,43,43,43,2010
3-Oct-06,BSF,PORT,43,43,43,2006
14-Sep-06,BSF,PORT,44,44,44,2006
16-Jan-12,BSR,HACK,,44,,2012
18-Aug-08,EDU,DISC,45,45,45,2008
30-Jan-09,EDU,DISC,45,45,45,2009
30-Jan-09,GOV,HACK,45,45,45,2009
10-Jan-07,NGO,PORT,45,45,45,2007
9-Mar-11,EDU,INSD,45,45,45,2011
30-Nov-12,MED,INSD,45,45,45,2012
7-Nov-13,GOV,DISC,45,45,45,2013
8-Dec-06,BSF,INSD,46,46,46,2006
15-Nov-06,BSO,INSD,47,47,47,2006
30-Mar-07,GOV,DISC,47,47,47,2007
1-Nov-11,MED,INSD,47,47,47,2011
26-Jan-07,BSF,PORT,48,48,48,2007
19-Oct-11,GOV,INSD,48,48,48,2011
19-Oct-11,GOV,INSD,48,48,48,2011
11-Jul-07,EDU,PHYS,49,49,49,2007
10-Nov-06,EDU,PHYS,49,49,49,2006
18-Jul-07,EDU,DISC,50,50,50,2007
6-Mar-09,GOV,PORT,50,50,50,2009
18-Mar-10,BSO,HACK,50,50,50,2010
11-Aug-10,BSR,INSD,50,50,50,2010
31-Oct-10,GOV,HACK,50,50,50,2010
5-Jan-11,BSR,INSD,50,50,50,2011
26-Jan-11,BSO,PHYS,50,50,50,2011
20-May-11,BSR,HACK,50,50,50,2011
6-Jan-10,NGO,INSD,50,50,50,2010
18-Nov-11,BSR,INSD,50,50,50,2011
2-Feb-12,BSR,HACK,50,50,50,2012
2-Feb-12,BSR,INSD,50,50,50,2012
14-May-12,MED,INSD,50,50,50,2012
10-Jul-12,BSR,HACK,50,50,50,2012
29-Apr-13,BSR,CARD,50,50,50,2013
17-Sep-11,GOV,HACK,,50,,2011
2-Nov-06,BSO,INSD,50,50,50,2006
10-Mar-06,EDU,DISC,51,51,51,2006
25-Jan-07,MED,PORT,52,52,52,2007
20-Feb-09,EDU,PHYS,53,53,53,2009
1-Feb-10,EDU,DISC,53,53,53,2010
3-Aug-06,BSF,PORT,53,53,53,2006
20-Nov-07,EDU,PHYS,53,53,53,2007
2-Mar-07,GOV,DISC,54,54,54,2007
24-Feb-12,EDU,HACK,,54,,2012
11-Oct-06,BSR,PORT,55,55,55,2006
21-Dec-10,GOV,PORT,55,55,55,2010
18-Oct-13,MED,INSD,55,55,55,2013
11-Apr-07,EDU,STAT,56,56,56,2007
14-Nov-07,EDU,PHYS,56,56,56,2007
14-Apr-12,MED,INSD,56,56,56,2012
13-Jul-06,GOV,INSD,,57,,2006
20-Sep-07,GOV,PORT,58,58,58,2007
21-Dec-10,MED,DISC,57,58,57,2010
26-Mar-11,EDU,PHYS,58,58,58,2011
26-Jan-09,GOV,UNKN,60,60,60,2009
28-Jan-09,NGO,DISC,60,60,60,2009
23-Mar-10,BSF,INSD,60,60,60,2010
8-Apr-10,MED,INSD,60,60,60,2010
22-Jul-10,BSR,DISC,60,60,60,2010
26-Jan-07,BSR,PORT,60,60,60,2007
7-May-07,BSF,PORT,60,60,60,2007
1-Oct-07,BSF,PORT,60,60,60,2007
7-May-11,MED,PHYS,60,60,60,2011
2-Sep-11,MED,INSD,60,60,60,2011
14-Nov-11,EDU,HACK,,60,,2011
4-Sep-07,EDU,UNKN,61,61,61,2007
10-Aug-10,BSF,PHYS,62,62,62,2010
24-Jun-09,GOV,DISC,65,65,65,2009
27-Jun-05,GOV,PORT,66,66,66,2005
4-Mar-12,BSR,HACK,,66,,2012
16-Mar-06,BSF,UNKN,67,67,67,2006
11-Jan-07,BSF,INSD,67,67,67,2007
3-Aug-10,GOV,DISC,68,68,68,2010
10-Aug-06,BSF,PORT,68,68,68,2006
31-Oct-06,MED,PORT,68,68,68,2006
7-Jun-06,GOV,PHYS,69,69,69,2006
21-Feb-07,BSF,PORT,69,69,69,2007
21-Nov-08,BSO,STAT,70,70,70,2008
25-Nov-08,GOV,PHYS,70,70,70,2008
26-Apr-10,GOV,INSD,70,70,70,2010
15-Oct-11,GOV,DISC,70,70,70,2011
7-Feb-07,EDU,DISC,72,72,72,2007
23-Apr-12,BSR,HACK,,72,,2012
7-Jul-06,BSF,PORT,73,73,73,2006
11-Aug-11,BSR,INSD,73,73,73,2011
8-Jun-11,BSO,HACK,74,74,74,2011
17-Jun-11,MED,INSD,74,74,74,2011
26-Oct-06,BSO,HACK,75,75,75,2006
27-Jul-10,BSO,PHYS,75,75,75,2010
9-Jun-13,MED,PHYS,75,75,75,2013
16-Jul-06,EDU,STAT,78,78,78,2006
6-Jun-13,GOV,DISC,78,78,78,2013
11-Jul-07,MED,PHYS,79,79,79,2007
19-Jul-12,GOV,DISC,79,79,79,2012
17-Jun-06,BSO,DISC,80,80,80,2006
15-Aug-06,EDU,DISC,80,80,80,2006
9-Feb-07,BSR,PORT,80,80,80,2007
17-Mar-11,GOV,HACK,80,80,80,2011
8-Jan-13,EDU,PHYS,80,80,80,2013
26-Aug-14,BSO,PHYS,,80,,2014
16-Apr-10,BSR,HACK,81,81,81,2010
13-May-12,EDU,HACK,,81,,2012
11-Sep-10,EDU,DISC,82,82,82,2010
19-Mar-07,BSF,PORT,83,83,83,2007
15-Sep-11,MED,INSD,83,83,83,2011
18-Feb-05,MED,INSD,85,85,85,2005
20-May-11,BSR,INSD,85,85,85,2011
27-Aug-08,EDU,PHYS,86,86,86,2008
3-Aug-12,MED,INSD,86,86,86,2012
20-Dec-06,EDU,DISC,87,87,87,2006
12-Apr-07,MED,DISC,88,88,88,2007
3-Mar-06,BSF,HACK,88,88,88,2006
8-Aug-06,BSR,PHYS,90,90,90,2006
2-May-06,BSF,INSD,90,90,90,2006
31-Oct-06,BSF,PORT,90,90,90,2006
29-Nov-06,BSF,DISC,90,90,90,2006
28-Sep-07,MED,INSD,90,90,90,2007
12-Dec-11,BSO,INSD,90,90,90,2011
18-May-07,EDU,PHYS,91,91,91,2007
25-Jan-08,BSR,PORT,91,91,91,2008
21-Apr-11,BSO,STAT,91,91,91,2011
17-Apr-06,MED,PORT,92,92,92,2006
20-Oct-06,BSF,PORT,96,96,96,2006
21-Dec-06,EDU,DISC,96,96,96,2006
10-Aug-06,MED,PORT,97,97,97,2006
5-Jul-06,EDU,DISC,98,98,98,2006
26-Jan-11,EDU,PORT,98,98,98,2011
6-Nov-11,BSR,INSD,98,98,98,2011
14-Mar-06,BSO,INSD,100,100,100,2006
7-Sep-06,GOV,PORT,100,100,100,2006
15-Jul-07,EDU,DISC,100,100,100,2007
7-Dec-07,GOV,PHYS,100,100,100,2007
12-Jan-09,EDU,PHYS,100,100,100,2009
2-Sep-09,EDU,UNKN,100,100,100,2009
20-Nov-09,MED,INSD,100,100,100,2009
10-Dec-09,EDU,PHYS,100,100,100,2009
30-Jan-10,BSF,INSD,100,100,100,2010
20-Sep-10,BSR,HACK,100,100,100,2010
5-Aug-05,EDU,PHYS,100,100,100,2005
7-Jan-08,BSO,PHYS,100,100,100,2008
20-Jan-11,BSF,CARD,100,100,100,2011
2-Feb-11,BSR,CARD,100,100,100,2011
28-May-11,MED,INSD,100,100,100,2011
10-Jun-11,BSO,HACK,100,100,100,2011
10-Jun-11,BSO,HACK,100,100,100,2011
20-Jun-11,BSF,HACK,100,100,100,2011
28-Oct-11,BSR,HACK,100,100,100,2011
16-Nov-11,BSR,INSD,100,100,100,2011
16-Dec-11,BSO,INSD,100,100,100,2011
8-Nov-11,BSO,INSD,100,100,100,2011
6-Nov-11,BSF,PHYS,100,100,100,2011
23-Mar-12,BSR,CARD,100,100,100,2012
7-Mar-12,BSO,PHYS,100,100,100,2012
25-Jun-12,MED,DISC,100,100,100,2012
29-Mar-12,GOV,PHYS,100,100,100,2012
28-Mar-12,NGO,PHYS,100,100,100,2012
9-Aug-12,BSO,UNKN,100,100,100,2012
25-Jun-10,GOV,PHYS,100,100,100,2010
12-Oct-12,BSO,PHYS,100,100,100,2012
30-Jan-13,GOV,DISC,100,100,100,2013
28-Feb-12,GOV,HACK,,100,,2012
23-May-13,BSO,INSD,,100,,2013
18-Sep-06,MED,STAT,100,100,100,2006
21-Apr-07,BSR,CARD,100,100,100,2007
15-Jul-10,BSF,STAT,100,100,100,2010
23-Feb-09,EDU,DISC,101,101,101,2009
28-Jan-12,EDU,DISC,,101,,2012
8-Aug-12,MED,INSD,102,102,102,2012
9-May-08,EDU,DISC,103,103,103,2008
12-Feb-10,BSF,DISC,106,106,106,2010
24-Oct-06,BSF,PHYS,106,106,106,2006
6-Sep-13,MED,INSD,106,106,106,2013
5-Mar-08,GOV,PORT,109,109,109,2008
22-Jun-06,GOV,PORT,110,110,110,2006
7-Nov-10,EDU,DISC,110,110,110,2010
10-Sep-07,EDU,DISC,111,111,111,2007
24-Sep-07,BSR,PORT,111,111,111,2007
9-Mar-12,BSR,HACK,,111,,2012
3-Jun-13,MED,HACK,,111,,2013
2-Mar-11,MED,PHYS,113,113,113,2011
26-Jun-10,BSF,INSD,114,114,114,2010
14-Nov-13,MED,INSD,115,115,115,2013
7-Jun-10,BSR,HACK,117,117,117,2010
8-Apr-11,GOV,UNKN,117,117,117,2011
26-Jun-08,BSR,STAT,119,119,119,2008
11-Aug-10,BSF,DISC,121,121,121,2010
18-May-12,EDU,HACK,,121,,2012
24-Jan-07,EDU,PORT,122,122,122,2007
26-Mar-07,BSO,PORT,123,123,123,2007
2-Mar-12,BSF,HACK,123,123,123,2012
1-Sep-06,BSF,HACK,124,124,124,2006
1-Feb-13,MED,INSD,124,124,124,2013
11-Aug-11,BSR,HACK,125,125,125,2011
31-Oct-13,MED,INSD,125,125,125,2013
16-Mar-12,MED,PORT,,125,,2012
28-Oct-10,MED,UNKN,,128,,2010
12-Sep-06,GOV,PORT,130,130,130,2006
3-Jan-12,GOV,DISC,130,130,130,2012
6-Jan-12,BSR,INSD,130,130,130,2012
11-Nov-07,BSR,STAT,132,132,132,2007
28-Jul-10,BSR,INSD,135,135,135,2010
13-Sep-08,BSO,INSD,137,137,137,2008
27-Feb-07,BSR,UNKN,138,138,138,2007
1-Oct-14,EDU,DISC,138,138,138,2014
1-May-07,GOV,STAT,139,139,139,2007
11-Mar-05,MED,DISC,140,140,140,2005
28-Mar-08,NGO,DISC,140,140,140,2008
21-May-09,GOV,INSD,140,140,140,2009
27-May-09,EDU,PHYS,140,140,140,2009
21-Dec-06,EDU,DISC,140,140,140,2006
16-Aug-07,BSF,PORT,140,140,140,2007
10-Sep-13,EDU,INSD,140,140,140,2013
21-Dec-11,MED,PORT,,140,,2011
19-Jan-11,BSO,DISC,142,142,142,2011
17-Nov-06,EDU,DISC,143,143,143,2006
9-Aug-10,NGO,PORT,143,143,143,2010
9-Feb-10,EDU,STAT,145,145,145,2010
27-Apr-07,BSO,DISC,145,145,145,2007
9-Dec-06,BSF,PHYS,146,146,146,2006
16-Nov-10,GOV,PHYS,146,146,146,2010
6-Dec-10,EDU,PORT,147,147,147,2010
17-May-11,BSF,INSD,149,149,149,2011
27-Oct-11,GOV,INSD,149,149,149,2011
26-Apr-07,BSO,DISC,150,150,150,2007
2-Feb-09,MED,INSD,150,150,150,2009
13-Aug-10,BSR,HACK,150,150,150,2010
16-May-06,BSF,PORT,150,150,150,2006
8-Jan-08,BSF,PORT,150,150,150,2008
7-Apr-11,GOV,HACK,150,150,150,2011
26-Apr-12,BSR,PORT,150,150,150,2012
30-Aug-05,EDU,HACK,154,154,154,2005
21-Dec-08,GOV,PHYS,155,155,155,2008
15-Jan-08,BSR,PORT,156,156,156,2008
25-Jan-06,EDU,STAT,159,159,159,2006
31-Jan-12,EDU,UNKN,159,159,159,2012
10-Feb-09,BSO,DISC,160,160,160,2009
13-Aug-10,GOV,DISC,160,160,160,2010
11-Oct-11,BSO,PORT,161,161,161,2011
5-Sep-08,EDU,DISC,163,163,163,2008
31-Mar-06,BSF,PORT,167,167,167,2006
7-Mar-12,EDU,HACK,,168,,2012
29-Apr-09,GOV,DISC,170,170,170,2009
2-Jul-12,BSR,DISC,,170,,2012
18-Sep-12,MED,DISC,,170,,2012
24-Apr-07,EDU,DISC,175,175,175,2007
28-Sep-09,MED,PHYS,175,175,175,2009
7-Jan-12,MED,HACK,180,180,180,2012
7-Sep-12,GOV,DISC,180,180,180,2012
27-Sep-12,NGO,INSD,180,180,180,2012
17-May-13,MED,INSD,180,180,180,2013
28-Apr-14,MED,INSD,,180,,2014
4-Jun-11,BSO,HACK,,180,,2011
20-Dec-10,BSR,INSD,183,183,183,2010
8-Oct-07,EDU,PORT,184,184,184,2007
7-Mar-12,EDU,HACK,,184,,2012
9-Aug-11,BSR,INSD,185,185,185,2011
9-Aug-11,BSR,INSD,185,185,185,2011
10-Jan-08,MED,PHYS,190,190,190,2008
6-May-08,EDU,DISC,192,192,192,2008
24-Mar-09,MED,PHYS,,192,,2009
28-Apr-06,BSF,DISC,196,196,196,2006
8-Jun-10,GOV,INSD,197,197,197,2010
2-Jan-07,BSF,PORT,197,197,197,2007
11-Sep-08,EDU,DISC,198,198,198,2008
27-Jun-07,EDU,PORT,199,199,199,2007
21-Nov-08,EDU,PORT,200,200,200,2008
16-Jan-09,EDU,PORT,200,200,200,2009
31-Mar-09,BSO,INSD,200,200,200,2009
15-Aug-09,EDU,PORT,200,200,200,2009
5-Mar-10,MED,INSD,200,200,200,2010
9-Apr-10,BSR,HACK,200,200,200,2010
5-Mar-10,GOV,INSD,200,200,200,2010
22-Feb-10,BSF,CARD,200,200,200,2010
29-Jun-10,GOV,DISC,200,200,200,2010
10-Jul-10,MED,DISC,200,200,200,2010
3-Mar-10,BSR,CARD,200,200,200,2010
9-Dec-05,BSF,PHYS,200,200,200,2005
15-Mar-11,BSR,CARD,200,200,200,2011
5-Jun-11,GOV,INSD,200,200,200,2011
14-Nov-11,BSR,HACK,200,200,200,2011
12-Jan-12,MED,INSD,200,200,200,2012
13-Apr-12,EDU,HACK,200,200,200,2012
2-Jul-12,BSR,INSD,200,200,200,2012
31-Jan-13,BSF,HACK,200,200,200,2013
21-Feb-13,EDU,DISC,200,200,200,2013
28-Mar-13,GOV,PORT,200,200,200,2013
30-Sep-13,BSR,PHYS,200,200,200,2013
9-Nov-11,MED,PORT,200,200,200,2011
22-May-12,GOV,HACK,,200,,2012
21-Jun-06,EDU,STAT,200,200,200,2006
4-Aug-10,GOV,PHYS,200,200,200,2010
5-Aug-10,BSR,PHYS,200,200,200,2010
3-Dec-06,GOV,DISC,200,200,200,2006
25-Mar-10,GOV,INSD,,200,,2010
8-Jan-12,BSR,HACK,,201,,2012
7-Jan-08,BSO,DISC,202,202,202,2008
24-May-07,BSR,PORT,204,204,204,2007
16-Jan-08,EDU,DISC,205,205,205,2008
12-Nov-07,BSF,PORT,209,209,209,2007
24-Feb-10,MED,INSD,210,210,210,2010
17-May-10,EDU,DISC,210,210,210,2010
7-Dec-06,EDU,PORT,210,210,210,2006
13-Apr-11,BSF,CARD,211,211,211,2011
11-Jan-12,BSO,HACK,,214,,2012
2-Nov-07,EDU,PORT,216,216,216,2007
11-Jan-08,EDU,DISC,216,216,216,2008
28-Dec-07,GOV,PORT,219,219,219,2007
16-May-12,BSR,HACK,,219,,2012
8-Feb-07,BSO,INSD,220,220,220,2007
2-Jul-12,EDU,DISC,220,220,220,2012
24-Sep-10,BSR,HACK,225,225,225,2010
23-Mar-09,GOV,DISC,226,226,226,2009
29-Mar-12,BSR,HACK,,227,,2012
24-Jun-06,GOV,PORT,228,228,228,2006
20-Nov-06,BSF,INSD,228,228,228,2006
13-Jan-09,BSO,PORT,230,230,230,2009
14-Nov-12,BSO,HACK,,230,,2012
18-Mar-10,EDU,STAT,232,232,232,2010
2-Sep-13,BSO,HACK,232,232,232,2013
20-Sep-12,BSF,HACK,236,236,236,2012
30-May-07,BSO,DISC,237,237,237,2007
4-Nov-11,BSO,INSD,237,237,237,2011
29-Sep-10,EDU,DISC,239,239,239,2010
5-Mar-09,MED,PHYS,242,242,242,2009
2-Apr-10,GOV,PHYS,244,244,244,2010
2-Sep-08,EDU,DISC,245,245,245,2008
3-Oct-07,BSF,PORT,246,246,246,2007
11-Jan-08,GOV,DISC,247,247,247,2008
28-May-14,BSF,STAT,,248,,2014
11-Aug-07,MED,PORT,250,250,250,2007
24-Oct-08,EDU,HACK,250,250,250,2008
4-Feb-10,NGO,DISC,250,250,250,2010
26-Jun-09,EDU,INSD,250,250,250,2009
24-Sep-11,BSF,INSD,250,250,250,2011
24-Sep-11,BSF,INSD,250,250,250,2011
27-Jan-12,BSO,UNKN,250,250,250,2012
14-Nov-12,MED,INSD,250,250,250,2012
5-Mar-12,GOV,HACK,,250,,2012
1-Feb-12,GOV,HACK,,250,,2012
19-Dec-06,BSR,PORT,255,255,255,2006
23-Mar-07,EDU,DISC,256,256,256,2007
4-Apr-12,GOV,HACK,,256,,2012
17-Apr-12,EDU,DISC,,258,,2012
27-Dec-06,EDU,DISC,259,259,259,2006
24-Jul-08,EDU,DISC,259,259,259,2008
2-Mar-10,MED,HACK,260,260,260,2010
28-Apr-10,EDU,DISC,260,260,260,2010
25-Jan-08,EDU,DISC,260,260,260,2008
18-Dec-09,EDU,HACK,261,261,261,2009
24-Jan-13,MED,INSD,261,261,261,2013
17-Jun-11,MED,PHYS,265,265,265,2011
21-Jul-11,BSR,HACK,266,266,266,2011
21-Dec-07,GOV,HACK,270,270,270,2007
20-May-08,EDU,DISC,273,273,273,2008
16-Mar-06,BSR,HACK,274,274,274,2006
12-Oct-07,BSF,HACK,276,276,276,2007
26-May-07,MED,DISC,279,279,279,2007
17-Feb-12,BSO,HACK,,279,,2012
14-Jul-06,EDU,PORT,280,280,280,2006
9-Mar-12,BSR,INSD,282,282,282,2012
26-Apr-13,MED,PORT,,283,,2013
25-Feb-12,EDU,HACK,,284,,2012
27-Jun-06,EDU,DISC,286,286,286,2006
11-May-07,MED,PHYS,287,287,287,2007
5-Jun-06,GOV,PORT,291,291,291,2006
26-Jul-12,GOV,INSD,291,291,291,2012
13-Jan-09,NGO,PORT,292,292,292,2009
20-May-12,BSO,HACK,,294,,2012
15-Sep-06,MED,PORT,295,295,295,2006
23-Jan-07,BSR,PORT,297,297,297,2007
15-Dec-08,GOV,DISC,299,299,299,2008
16-Dec-05,EDU,DISC,300,300,300,2005
25-Jul-06,EDU,PORT,300,300,300,2006
1-Dec-06,BSF,PORT,300,300,300,2006
4-Jan-07,GOV,PORT,300,300,300,2007
18-Jul-07,GOV,DISC,300,300,300,2007
19-Jul-07,BSO,PHYS,300,300,300,2007
17-Mar-08,EDU,DISC,300,300,300,2008
31-Jul-08,GOV,DISC,300,300,300,2008
13-Jan-09,NGO,PORT,300,300,300,2009
4-Oct-09,EDU,DISC,300,300,300,2009
7-May-10,BSF,DISC,300,300,300,2010
12-May-06,BSF,STAT,300,300,300,2006
10-Aug-06,GOV,STAT,300,300,300,2006
18-Jan-08,EDU,DISC,300,300,300,2008
6-Apr-11,BSF,HACK,300,300,300,2011
25-May-11,BSF,INSD,300,300,300,2011
16-Jul-11,BSF,INSD,300,300,300,2011
4-Apr-12,BSR,UNKN,300,300,300,2012
